regionName,region,regionLongName,LR,Lobe,LR_lobe_regionName,IC,performance,volmm3,scan1,scan2,scan3,scan4,ScanCount
STG_post_L,STG_post,Superior_Temporal_Gyrus_posterior_L,L,Temp,L_Temp_STG_post,1,high,7016,0.003769,0.001412,0.002312,0.000586,4
STG_post_L,STG_post,Superior_Temporal_Gyrus_posterior_L,L,Temp,L_Temp_STG_post,1,low,7016,0.00207,0.006067,0.003744,0.003303,4
STG_post_L,STG_post,Superior_Temporal_Gyrus_posterior_L,L,Temp,L_Temp_STG_post,4,high,7016,,0.00039,,,1
STG_post_L,STG_post,Superior_Temporal_Gyrus_posterior_L,L,Temp,L_Temp_STG_post,4,low,7016,,0.000316,,,1
STG_post_R,STG_post,Superior_Temporal_Gyrus_posterior_R,R,Temp,R_Temp_STG_post,1,high,7624,0.006784,0.001575,0.003161,0.000732,4
STG_post_R,STG_post,Superior_Temporal_Gyrus_posterior_R,R,Temp,R_Temp_STG_post,1,low,7624,0.001749,0.008941,0.006456,0.006043,4
Th_R,Th,Thalamus_R,R,Subcort,R_Subcort_Th,3,high,10264,,0.000367,,0.000592,2
Th_R,Th,Thalamus_R,R,Subcort,R_Subcort_Th,3,low,10264,,0.000269,,0.000319,2
TL_FuG_ant_R,TL_FuG_ant,Temporal_Fusiform_Cortex_anterior_R,R,Temp,R_Temp_TL_FuG_ant,3,high,2352,,0.000356,,0.000165,2
TL_FuG_ant_R,TL_FuG_ant,Temporal_Fusiform_Cortex_anterior_R,R,Temp,R_Temp_TL_FuG_ant,3,low,2352,,0.000841,,0.000623,2
TL_FuG_post_R,TL_FuG_post,Temporal_Fusiform_Cortex_posterior_R,R,Temp,R_Temp_TL_FuG_post,3,high,5768,,,,0.000388,1
TL_FuG_post_R,TL_FuG_post,Temporal_Fusiform_Cortex_posterior_R,R,Temp,R_Temp_TL_FuG_post,3,low,5768,,,,0.000334,1
Vermis_Crus_II_L,Vermis_Crus_II,Vermis_Crus_II_L,L,Cb,L_Cb_Vermis_Crus_II,3,high,128,,,,0.000886,1
Vermis_Crus_II_L,Vermis_Crus_II,Vermis_Crus_II_L,L,Cb,L_Cb_Vermis_Crus_II,3,low,128,,,,0.000502,1
Vermis_Crus_II_L,Vermis_Crus_II,Vermis_Crus_II_L,L,Cb,L_Cb_Vermis_Crus_II,4,high,128,,0.00046,,,1
Vermis_Crus_II_L,Vermis_Crus_II,Vermis_Crus_II_L,L,Cb,L_Cb_Vermis_Crus_II,4,low,128,,0.000276,,,1
Vermis_Crus_II_R,Vermis_Crus_II,Vermis_Crus_II_R,R,Cb,R_Cb_Vermis_Crus_II,1,high,320,,,,0.000218,1
Vermis_Crus_II_R,Vermis_Crus_II,Vermis_Crus_II_R,R,Cb,R_Cb_Vermis_Crus_II,1,low,320,,,,0.000231,1
Vermis_Crus_II_R,Vermis_Crus_II,Vermis_Crus_II_R,R,Cb,R_Cb_Vermis_Crus_II,2,high,320,,0.000352,,,1
Vermis_Crus_II_R,Vermis_Crus_II,Vermis_Crus_II_R,R,Cb,R_Cb_Vermis_Crus_II,2,low,320,,0.0012,,,1
Vermis_Crus_II_R,Vermis_Crus_II,Vermis_Crus_II_R,R,Cb,R_Cb_Vermis_Crus_II,3,high,320,,,,0.000794,1
Vermis_Crus_II_R,Vermis_Crus_II,Vermis_Crus_II_R,R,Cb,R_Cb_Vermis_Crus_II,3,low,320,,,,0.000275,1
Vermis_IX_L,Vermis_IX,Vermis_IX_L,L,Cb,L_Cb_Vermis_IX,1,high,256,,0.00034,,0.000171,2
Vermis_IX_L,Vermis_IX,Vermis_IX_L,L,Cb,L_Cb_Vermis_IX,1,low,256,,0.000534,,0.000262,2
Vermis_IX_L,Vermis_IX,Vermis_IX_L,L,Cb,L_Cb_Vermis_IX,3,high,256,,,,0.000343,1
Vermis_IX_L,Vermis_IX,Vermis_IX_L,L,Cb,L_Cb_Vermis_IX,3,low,256,,,,0.000282,1
Vermis_IX_R,Vermis_IX,Vermis_IX_R,R,Cb,R_Cb_Vermis_IX,3,high,408,,,,0.000416,1
Vermis_IX_R,Vermis_IX,Vermis_IX_R,R,Cb,R_Cb_Vermis_IX,3,low,408,,,,0.000278,1
Vermis_VI_L,Vermis_VI,Vermis_VI_L,L,Cb,L_Cb_Vermis_VI,4,high,992,,,0.000252,0.000162,2
Vermis_VI_L,Vermis_VI,Vermis_VI_L,L,Cb,L_Cb_Vermis_VI,4,low,992,,,0.000736,0.000259,2
Vermis_VI_R,Vermis_VI,Vermis_VI_R,R,Cb,R_Cb_Vermis_VI,1,high,1512,,,,0.000203,1
Vermis_VI_R,Vermis_VI,Vermis_VI_R,R,Cb,R_Cb_Vermis_VI,1,low,1512,,,,0.000433,1
Vermis_VIIb_L,Vermis_VIIb,Vermis_VIIb_L,L,Cb,L_Cb_Vermis_VIIb,1,high,64,0.000156,,,,1
Vermis_VIIb_L,Vermis_VIIb,Vermis_VIIb_L,L,Cb,L_Cb_Vermis_VIIb,1,low,64,0.000249,,,,1
Vermis_VIIb_L,Vermis_VIIb,Vermis_VIIb_L,L,Cb,L_Cb_Vermis_VIIb,3,high,64,,,,0.000467,1
Vermis_VIIb_L,Vermis_VIIb,Vermis_VIIb_L,L,Cb,L_Cb_Vermis_VIIb,3,low,64,,,,0.000308,1
Vermis_VIIb_L,Vermis_VIIb,Vermis_VIIb_L,L,Cb,L_Cb_Vermis_VIIb,4,high,64,,,,0.000139,1
Vermis_VIIb_L,Vermis_VIIb,Vermis_VIIb_L,L,Cb,L_Cb_Vermis_VIIb,4,low,64,,,,0.000216,1
Vermis_VIIb_R,Vermis_VIIb,Vermis_VIIb_R,R,Cb,R_Cb_Vermis_VIIb,1,high,48,,0.000209,,0.000223,2
Vermis_VIIb_R,Vermis_VIIb,Vermis_VIIb_R,R,Cb,R_Cb_Vermis_VIIb,1,low,48,,0.000599,,0.000497,2
Vermis_VIIb_R,Vermis_VIIb,Vermis_VIIb_R,R,Cb,R_Cb_Vermis_VIIb,4,high,48,,,,0.000152,1
Vermis_VIIb_R,Vermis_VIIb,Vermis_VIIb_R,R,Cb,R_Cb_Vermis_VIIb,4,low,48,,,,0.000222,1
Vermis_VIIIa_L,Vermis_VIIIa,Vermis_VIIIa_L,L,Cb,L_Cb_Vermis_VIIIa,3,high,536,,,,0.000351,1
Vermis_VIIIa_L,Vermis_VIIIa,Vermis_VIIIa_L,L,Cb,L_Cb_Vermis_VIIIa,3,low,536,,,,0.00018,1
Vermis_VIIIa_L,Vermis_VIIIa,Vermis_VIIIa_L,L,Cb,L_Cb_Vermis_VIIIa,4,high,536,,,,0.000125,1
Vermis_VIIIa_L,Vermis_VIIIa,Vermis_VIIIa_L,L,Cb,L_Cb_Vermis_VIIIa,4,low,536,,,,0.000237,1
Vermis_VIIIa_R,Vermis_VIIIa,Vermis_VIIIa_R,R,Cb,R_Cb_Vermis_VIIIa,1,high,864,,,,0.000182,1
Vermis_VIIIa_R,Vermis_VIIIa,Vermis_VIIIa_R,R,Cb,R_Cb_Vermis_VIIIa,1,low,864,,,,0.000205,1
Vermis_VIIIa_R,Vermis_VIIIa,Vermis_VIIIa_R,R,Cb,R_Cb_Vermis_VIIIa,3,high,864,,,,0.00036,1
Vermis_VIIIa_R,Vermis_VIIIa,Vermis_VIIIa_R,R,Cb,R_Cb_Vermis_VIIIa,3,low,864,,,,0.00025,1
Vermis_VIIIa_R,Vermis_VIIIa,Vermis_VIIIa_R,R,Cb,R_Cb_Vermis_VIIIa,4,high,864,,,,0.000157,1
Vermis_VIIIa_R,Vermis_VIIIa,Vermis_VIIIa_R,R,Cb,R_Cb_Vermis_VIIIa,4,low,864,,,,0.000223,1
Vermis_VIIIb_L,Vermis_VIIIb,Vermis_VIIIb_L,L,Cb,L_Cb_Vermis_VIIIb,4,high,216,0.000479,,0.000312,,2
Vermis_VIIIb_L,Vermis_VIIIb,Vermis_VIIIb_L,L,Cb,L_Cb_Vermis_VIIIb,4,low,216,0.000132,,0.000229,,2
Vermis_VIIIb_R,Vermis_VIIIb,Vermis_VIIIb_R,R,Cb,R_Cb_Vermis_VIIIb,3,high,320,,,,0.000381,1
Vermis_VIIIb_R,Vermis_VIIIb,Vermis_VIIIb_R,R,Cb,R_Cb_Vermis_VIIIb,3,low,320,,,,0.000321,1
Vermis_X_L,Vermis_X,Vermis_X_L,L,Cb,L_Cb_Vermis_X,3,high,72,,,,0.000346,1
Vermis_X_L,Vermis_X,Vermis_X_L,L,Cb,L_Cb_Vermis_X,3,low,72,,,,0.000764,1
Vermis_X_R,Vermis_X,Vermis_X_R,R,Cb,R_Cb_Vermis_X,3,high,192,,,,0.00043,1
Vermis_X_R,Vermis_X,Vermis_X_R,R,Cb,R_Cb_Vermis_X,3,low,192,,,,0.000717,1
VIIb_L,VIIb,VIIb_L,L,Cb,L_Cb_VIIb,3,high,5920,0.001132,,0.000645,0.000779,3
VIIb_L,VIIb,VIIb_L,L,Cb,L_Cb_VIIb,3,low,5920,0.00053,,0.001205,0.0006,3
VIIIb_L,VIIIb,VIIIb_L,L,Cb,L_Cb_VIIIb,1,high,5696,,0.000242,,,1
VIIIb_L,VIIIb,VIIIb_L,L,Cb,L_Cb_VIIIb,1,low,5696,,0.000756,,,1
X_L,X,X_L,L,Cb,L_Cb_X,3,high,968,,0.000254,,,1
X_L,X,X_L,L,Cb,L_Cb_X,3,low,968,,0.00036,,,1
X_L,X,X_L,L,Cb,L_Cb_X,4,high,968,,,,0.000129,1
X_L,X,X_L,L,Cb,L_Cb_X,4,low,968,,,,0.000268,1
